job_title,salary_usd,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,benefits_score,company_name
Head of AI,84752,MI,FL,United Kingdom,M,United Kingdom,50,"Azure, Tableau, Linux",Bachelor,3,Energy,5.7,Autonomous Tech
AI Software Engineer,64220,EN,FL,United Kingdom,S,United Kingdom,0,"Data Visualization, Azure, NLP",Associate,0,Media,8.6,Digital Transformation LLC
Machine Learning Engineer,91908,MI,PT,United Kingdom,S,United Kingdom,100,"Data Visualization, Kubernetes, GCP, Scala",PhD,2,Real Estate,9.7,DataVision Ltd
Computer Vision Engineer,34463,MI,FL,India,M,India,100,"PyTorch, Python, Kubernetes, AWS",PhD,2,Technology,6.4,Neural Networks Co
Data Analyst,202411,EX,FL,Sweden,S,Sweden,100,"SQL, R, Tableau, PyTorch, Java",PhD,16,Healthcare,6.4,AI Innovations
AI Specialist,155437,EX,FL,Finland,M,Turkey,50,"Python, Azure, Git, GCP",Associate,15,Manufacturing,8.5,Smart Analytics
AI Product Manager,94972,MI,PT,France,L,New Zealand,100,"SQL, MLOps, Computer Vision, Linux, GCP",Bachelor,4,Consulting,7.4,Predictive Systems
AI Architect,165207,SE,FL,Denmark,S,Germany,100,"Java, Kubernetes, Tableau, Scala, Computer Vision",Master,5,Automotive,6.8,TechCorp Inc
Robotics Engineer,167250,SE,FT,United Kingdom,L,Denmark,100,"Linux, Kubernetes, Computer Vision, Deep Learning, Data Visualization",Master,8,Finance,6.9,TechCorp Inc
Head of AI,190216,EX,FL,Netherlands,L,Netherlands,0,"Python, MLOps, Kubernetes",Associate,18,Manufacturing,5.4,Smart Analytics
AI Specialist,202791,SE,FT,United States,L,United States,0,"Kubernetes, Tableau, GCP",Bachelor,8,Technology,5.7,DeepTech Ventures
AI Research Scientist,110762,MI,CT,Norway,L,Sweden,100,"R, Data Visualization, Git, Docker",PhD,2,Real Estate,6.8,Cognitive Computing
Computer Vision Engineer,142898,EX,PT,France,M,France,50,"SQL, Hadoop, Scala",PhD,16,Real Estate,9.6,TechCorp Inc
Deep Learning Engineer,191492,EX,FT,Japan,S,Japan,0,"Python, MLOps, Mathematics",Bachelor,11,Healthcare,7.3,TechCorp Inc
Machine Learning Engineer,114869,MI,CT,Switzerland,M,Switzerland,50,"GCP, Python, SQL, Kubernetes, Docker",Bachelor,4,Healthcare,6.6,Machine Intelligence Group
Deep Learning Engineer,63781,EN,FT,Ireland,M,Ireland,0,"Scala, GCP, MLOps, Computer Vision, Linux",PhD,1,Consulting,7.3,DataVision Ltd
AI Architect,78418,EN,CT,Israel,L,Israel,100,"Python, NLP, MLOps",Associate,0,Manufacturing,9.3,AI Innovations
Robotics Engineer,129718,MI,FL,United Kingdom,L,Ukraine,100,"Statistics, SQL, MLOps, Hadoop, Scala",PhD,3,Retail,6.9,Cloud AI Solutions
Data Analyst,62944,EN,FL,Australia,S,Malaysia,100,"Docker, TensorFlow, Mathematics, AWS, SQL",Master,0,Automotive,6.4,Machine Intelligence Group
ML Ops Engineer,110488,SE,FL,Germany,M,Germany,100,"MLOps, NLP, SQL",PhD,9,Manufacturing,7.7,Cloud AI Solutions
AI Consultant,138859,SE,FT,France,M,France,0,"NLP, Git, Azure, R, Python",Master,6,Retail,7.2,Future Systems
AI Product Manager,77859,EN,FT,Sweden,M,Sweden,100,"Spark, Java, Statistics, Mathematics",Master,1,Government,9.3,Cognitive Computing
AI Specialist,217066,EX,FL,United States,M,Ukraine,100,"GCP, Scala, Data Visualization",PhD,14,Gaming,8.5,Algorithmic Solutions
Machine Learning Researcher,270830,EX,PT,Switzerland,M,Switzerland,100,"PyTorch, Kubernetes, Tableau, SQL, Spark",Bachelor,11,Consulting,7.1,Predictive Systems
AI Software Engineer,251892,EX,FT,Finland,L,Finland,100,"Spark, Python, Computer Vision, Data Visualization",Master,14,Technology,7.9,Algorithmic Solutions
Deep Learning Engineer,122043,SE,FL,Australia,S,Malaysia,100,"SQL, R, Python, Statistics",PhD,9,Government,8.4,Autonomous Tech
AI Consultant,134610,SE,PT,Netherlands,M,Netherlands,0,"Python, TensorFlow, PyTorch, Linux",Associate,9,Healthcare,9.1,DeepTech Ventures
Computer Vision Engineer,74316,MI,FT,South Korea,S,South Korea,50,"TensorFlow, GCP, Azure",Bachelor,3,Energy,9.4,Advanced Robotics
AI Research Scientist,61019,EN,FT,Australia,L,Australia,100,"Statistics, Git, NLP, Python",Bachelor,0,Real Estate,8.6,DeepTech Ventures
Data Analyst,75531,EX,CT,India,L,India,0,"Java, R, Spark, MLOps",PhD,11,Manufacturing,9.1,Quantum Computing Inc
Data Scientist,100061,SE,FT,Finland,S,Finland,0,"Docker, Python, TensorFlow, Tableau, Kubernetes",Bachelor,7,Gaming,8.8,Autonomous Tech
Data Analyst,115386,SE,PT,Finland,M,Finland,100,"MLOps, Statistics, Hadoop, SQL",Associate,7,Energy,6.7,Smart Analytics
Deep Learning Engineer,241369,EX,CT,Israel,L,Israel,50,"Computer Vision, Git, Mathematics",Master,11,Technology,9.2,Algorithmic Solutions
Data Engineer,224881,SE,CT,Denmark,L,Denmark,0,"PyTorch, R, Docker, Statistics, Computer Vision",Bachelor,5,Technology,9.6,AI Innovations
Data Engineer,88553,EN,PT,Japan,L,Italy,0,"PyTorch, Computer Vision, Deep Learning",Associate,0,Finance,7.0,DeepTech Ventures
AI Consultant,139486,EX,FT,Japan,S,Canada,50,"NLP, Python, Data Visualization",Associate,13,Finance,6.6,Neural Networks Co
Deep Learning Engineer,138904,EX,CT,Israel,S,Israel,50,"Scala, Python, Deep Learning",Master,15,Telecommunications,5.4,Autonomous Tech
Machine Learning Engineer,135679,SE,FL,Austria,M,Austria,50,"Python, Java, Computer Vision",Master,9,Media,9.2,DeepTech Ventures
Computer Vision Engineer,241186,EX,FT,Denmark,S,Denmark,0,"SQL, TensorFlow, Mathematics",PhD,14,Telecommunications,6.3,Advanced Robotics
Machine Learning Engineer,197459,EX,CT,Israel,L,Israel,50,"Java, PyTorch, Tableau, Deep Learning",Master,12,Healthcare,6.1,Quantum Computing Inc
Data Analyst,47973,MI,FL,China,M,China,50,"Hadoop, PyTorch, GCP, Computer Vision",PhD,2,Telecommunications,8.0,Quantum Computing Inc
Head of AI,80966,EN,CT,Norway,M,Norway,0,"Git, Kubernetes, Hadoop",Associate,1,Education,6.1,Quantum Computing Inc
AI Architect,66333,MI,PT,South Korea,S,Thailand,100,"Statistics, Hadoop, Tableau, GCP",PhD,4,Education,7.9,Predictive Systems
AI Research Scientist,107510,EN,PT,Switzerland,M,Romania,0,"Kubernetes, MLOps, Docker, AWS",PhD,0,Energy,9.5,Algorithmic Solutions
NLP Engineer,81914,EN,CT,Germany,L,Germany,0,"Linux, Git, SQL",Master,1,Government,6.8,DataVision Ltd
Autonomous Systems Engineer,99898,MI,PT,Sweden,M,Sweden,100,"Linux, Python, TensorFlow, Scala",PhD,3,Gaming,7.9,TechCorp Inc
AI Specialist,92582,SE,FT,South Korea,S,South Korea,0,"NLP, Statistics, Hadoop",PhD,5,Healthcare,9.9,Algorithmic Solutions
AI Consultant,26837,EN,CT,India,M,India,0,"PyTorch, SQL, Scala",Bachelor,0,Healthcare,7.4,Advanced Robotics
Machine Learning Engineer,202624,EX,CT,France,S,France,50,"PyTorch, Hadoop, TensorFlow, SQL",PhD,16,Finance,7.2,Machine Intelligence Group
AI Software Engineer,63493,EN,PT,Netherlands,L,Netherlands,50,"NLP, SQL, Linux",Associate,0,Real Estate,9.5,Digital Transformation LLC
AI Consultant,28737,EN,PT,China,M,China,100,"GCP, R, Data Visualization",PhD,1,Media,5.1,AI Innovations
Autonomous Systems Engineer,63509,EN,PT,Israel,M,Israel,100,"Hadoop, Deep Learning, Scala, Python",Master,1,Transportation,6.5,Algorithmic Solutions
AI Consultant,46582,MI,PT,China,S,China,100,"MLOps, Deep Learning, Python, NLP, Scala",Bachelor,3,Automotive,6.3,DeepTech Ventures
Machine Learning Engineer,123940,SE,CT,Sweden,L,Sweden,50,"Computer Vision, NLP, Scala, Python, Kubernetes",Associate,8,Transportation,8.9,Smart Analytics
Machine Learning Researcher,270112,EX,CT,Germany,L,Germany,0,"AWS, Python, Computer Vision",PhD,14,Manufacturing,7.7,DataVision Ltd
Computer Vision Engineer,34572,MI,FT,India,S,Austria,50,"Statistics, Python, TensorFlow",PhD,4,Manufacturing,5.9,Predictive Systems
AI Specialist,138325,SE,CT,Sweden,M,Sweden,0,"Azure, Spark, Data Visualization, R, Python",Master,7,Transportation,5.6,Machine Intelligence Group
ML Ops Engineer,250692,EX,FL,Netherlands,M,Netherlands,50,"Linux, GCP, Python, Mathematics, Azure",PhD,11,Healthcare,8.0,Machine Intelligence Group
Autonomous Systems Engineer,108458,MI,FL,Netherlands,L,Netherlands,100,"Docker, Java, Computer Vision",Bachelor,2,Manufacturing,7.0,Smart Analytics
Data Analyst,161377,SE,PT,Switzerland,M,Switzerland,0,"Linux, Spark, TensorFlow, Python, Tableau",Associate,5,Government,9.9,Quantum Computing Inc
Head of AI,83626,MI,FL,Australia,L,Hungary,0,"Linux, Kubernetes, Scala, Java",PhD,2,Government,8.6,Future Systems
AI Consultant,181975,SE,FL,Singapore,L,South Korea,0,"Azure, Java, Hadoop, PyTorch",Master,6,Transportation,5.1,Digital Transformation LLC
Machine Learning Engineer,59010,EN,FL,South Korea,S,South Korea,100,"Hadoop, Computer Vision, Mathematics, GCP, Git",Associate,1,Real Estate,9.1,Quantum Computing Inc
AI Architect,143750,SE,CT,France,M,Brazil,50,"Java, AWS, Git",PhD,9,Finance,9.6,Predictive Systems
ML Ops Engineer,74348,EN,FL,France,L,France,0,"Kubernetes, Deep Learning, SQL, Python, NLP",PhD,0,Gaming,8.1,DeepTech Ventures
NLP Engineer,232286,SE,PT,Switzerland,L,Switzerland,50,"AWS, Python, GCP",Associate,8,Healthcare,9.9,Neural Networks Co
Research Scientist,105947,EN,FT,Denmark,L,Denmark,50,"Kubernetes, Scala, Git",Bachelor,1,Consulting,7.7,Cloud AI Solutions
AI Consultant,51900,SE,PT,India,M,South Africa,100,"Git, Python, MLOps",Bachelor,6,Gaming,8.4,Digital Transformation LLC
ML Ops Engineer,34021,MI,PT,India,S,India,50,"Git, Python, GCP, SQL, Java",PhD,2,Energy,5.3,Cognitive Computing
Autonomous Systems Engineer,288283,EX,FL,Ireland,L,Vietnam,50,"Tableau, Statistics, Spark, Kubernetes, Git",Master,17,Consulting,7.1,Cloud AI Solutions
AI Specialist,115767,EN,PT,Denmark,L,Denmark,50,"PyTorch, Python, Linux, Mathematics",PhD,1,Gaming,5.3,Autonomous Tech
AI Software Engineer,64664,EN,FL,Germany,M,Germany,100,"SQL, Hadoop, Kubernetes, PyTorch, AWS",Bachelor,0,Automotive,7.8,Algorithmic Solutions
ML Ops Engineer,151494,SE,FL,Ireland,M,Brazil,0,"Git, Python, MLOps, Java",Associate,7,Automotive,6.3,Cloud AI Solutions
NLP Engineer,84037,EX,PT,China,S,China,50,"Computer Vision, NLP, GCP",Bachelor,19,Retail,6.0,Autonomous Tech
AI Research Scientist,262159,EX,FT,Ireland,L,Ireland,0,"Python, Spark, TensorFlow",Bachelor,18,Media,8.4,Predictive Systems
ML Ops Engineer,61187,EN,FT,Canada,L,Canada,100,"TensorFlow, Computer Vision, SQL, Scala, Hadoop",Associate,0,Telecommunications,7.9,Machine Intelligence Group
Robotics Engineer,66972,EN,FT,Japan,L,Argentina,50,"Scala, Git, Python, Mathematics, Azure",Associate,0,Consulting,8.7,Smart Analytics
NLP Engineer,278709,EX,FL,Netherlands,L,Brazil,50,"PyTorch, SQL, AWS, R, Java",Associate,18,Transportation,6.1,Cloud AI Solutions
Principal Data Scientist,63698,EN,FL,Japan,M,Japan,0,"Computer Vision, Java, R",PhD,0,Media,5.2,Neural Networks Co
Data Analyst,43555,MI,FL,China,M,South Korea,50,"TensorFlow, GCP, Azure, Scala",Bachelor,4,Energy,6.8,TechCorp Inc
AI Product Manager,124220,MI,CT,Ireland,L,Ireland,0,"Linux, Computer Vision, Tableau, Kubernetes",Associate,3,Government,9.7,Cloud AI Solutions
AI Research Scientist,100104,SE,FL,Austria,M,Denmark,0,"Python, Statistics, Hadoop",Master,5,Energy,7.0,Predictive Systems
AI Product Manager,75008,EX,FT,India,L,New Zealand,50,"PyTorch, TensorFlow, Spark, Tableau, Scala",Bachelor,15,Retail,8.0,Algorithmic Solutions
ML Ops Engineer,147346,SE,FT,Singapore,L,Singapore,50,"Kubernetes, Azure, Linux, Statistics, Spark",Associate,8,Telecommunications,9.2,Advanced Robotics
Data Scientist,67737,EN,FL,Germany,S,Denmark,50,"Linux, Data Visualization, Docker",Bachelor,0,Consulting,7.3,Cloud AI Solutions
AI Architect,96028,MI,FL,United Kingdom,L,Australia,0,"Data Visualization, MLOps, GCP, PyTorch",Bachelor,4,Healthcare,6.6,Future Systems
Research Scientist,100750,EN,FL,Norway,L,Norway,50,"Azure, R, Docker",Master,1,Gaming,7.3,Quantum Computing Inc
Autonomous Systems Engineer,123502,MI,FL,Australia,L,Sweden,100,"Python, Kubernetes, Deep Learning, Computer Vision, Hadoop",Associate,2,Education,8.0,DataVision Ltd
Computer Vision Engineer,27041,MI,FL,India,M,Argentina,0,"Git, GCP, Scala, Deep Learning, TensorFlow",Associate,2,Manufacturing,8.4,Future Systems
Computer Vision Engineer,88162,MI,FL,France,M,France,50,"Data Visualization, Scala, GCP, Python, PyTorch",Master,2,Real Estate,5.3,DeepTech Ventures
Principal Data Scientist,50207,EN,FT,France,S,France,50,"Docker, Scala, GCP, Mathematics",PhD,0,Gaming,8.8,Future Systems
Data Scientist,209564,EX,FT,Switzerland,M,Switzerland,100,"TensorFlow, Git, Scala",Associate,17,Manufacturing,5.4,Algorithmic Solutions
Machine Learning Engineer,235397,EX,FT,United Kingdom,L,Israel,0,"Java, SQL, Mathematics, Kubernetes",Master,15,Telecommunications,8.8,Cloud AI Solutions
Machine Learning Engineer,143515,SE,FL,Japan,S,Japan,50,"PyTorch, Linux, Tableau, Kubernetes, Spark",Bachelor,9,Consulting,7.8,DeepTech Ventures
AI Software Engineer,120984,EN,CT,Switzerland,L,Switzerland,0,"Data Visualization, Kubernetes, AWS, MLOps, SQL",Associate,1,Real Estate,5.3,Predictive Systems
AI Product Manager,98976,MI,FT,Netherlands,M,Netherlands,100,"Statistics, Python, Mathematics, Linux, Hadoop",PhD,4,Manufacturing,6.9,Autonomous Tech
Data Engineer,173659,EX,CT,Ireland,M,Ireland,100,"Hadoop, Statistics, TensorFlow, Spark",PhD,15,Technology,7.4,DataVision Ltd
Principal Data Scientist,63982,EN,PT,Sweden,S,Sweden,100,"Scala, TensorFlow, MLOps, Git, Computer Vision",Associate,1,Telecommunications,8.9,TechCorp Inc
AI Specialist,205751,EX,PT,Japan,M,Norway,50,"TensorFlow, Azure, Scala",Associate,19,Education,7.7,DataVision Ltd
AI Product Manager,89404,EN,CT,Denmark,L,Denmark,0,"PyTorch, Tableau, TensorFlow",Bachelor,0,Finance,8.0,DeepTech Ventures
Robotics Engineer,121147,SE,FL,Sweden,S,Sweden,50,"SQL, TensorFlow, Java, Scala",Associate,8,Retail,9.6,Algorithmic Solutions
Data Analyst,73935,EN,FT,Netherlands,S,Netherlands,100,"Spark, PyTorch, Java, GCP",Associate,0,Government,8.6,Machine Intelligence Group
Computer Vision Engineer,113585,MI,FL,Norway,S,Egypt,50,"Computer Vision, Python, Statistics, TensorFlow",Associate,4,Government,8.5,Digital Transformation LLC
Machine Learning Researcher,270857,EX,FT,Denmark,L,Denmark,0,"Spark, PyTorch, Hadoop",Associate,14,Healthcare,7.5,Machine Intelligence Group
Principal Data Scientist,80987,MI,PT,Singapore,S,Singapore,0,"SQL, Git, NLP, Deep Learning",Bachelor,4,Manufacturing,8.3,Autonomous Tech
Computer Vision Engineer,76770,EN,FL,United Kingdom,L,United Kingdom,0,"Python, Azure, SQL",PhD,0,Healthcare,9.3,Cognitive Computing
Computer Vision Engineer,133658,SE,FL,Singapore,L,Singapore,50,"Kubernetes, R, Mathematics",Master,7,Telecommunications,8.8,Cognitive Computing
Data Analyst,132020,SE,PT,United States,M,United States,100,"SQL, Java, AWS, Spark",PhD,9,Transportation,8.7,TechCorp Inc
Head of AI,69805,EN,FL,Germany,S,South Korea,100,"SQL, Linux, Java, TensorFlow",PhD,1,Government,6.2,Autonomous Tech
AI Software Engineer,163958,EX,FT,South Korea,L,South Korea,50,"Scala, PyTorch, Data Visualization, MLOps",PhD,13,Manufacturing,8.0,TechCorp Inc
AI Research Scientist,86259,MI,PT,Canada,L,Canada,50,"Tableau, Computer Vision, PyTorch",Associate,3,Education,6.3,Predictive Systems
Principal Data Scientist,74190,MI,FL,Austria,S,Austria,0,"Java, PyTorch, Docker, Computer Vision, GCP",Associate,4,Energy,9.9,Digital Transformation LLC
Data Scientist,268003,EX,CT,Austria,L,Austria,0,"R, Hadoop, Scala",PhD,14,Media,6.2,Quantum Computing Inc
ML Ops Engineer,127387,MI,FL,Denmark,M,China,0,"Deep Learning, PyTorch, MLOps",Bachelor,3,Technology,7.7,Autonomous Tech
Machine Learning Engineer,205457,EX,FT,Netherlands,M,Netherlands,50,"Git, Kubernetes, Hadoop",Bachelor,10,Technology,9.3,Future Systems
Data Analyst,130621,EX,FL,France,S,France,0,"Linux, Hadoop, Python, Computer Vision, Git",PhD,16,Real Estate,8.9,Smart Analytics
AI Product Manager,203369,EX,CT,France,M,France,0,"PyTorch, Docker, Deep Learning",Bachelor,13,Retail,7.4,Future Systems
Machine Learning Researcher,108386,EN,FT,Switzerland,M,Switzerland,100,"Statistics, Tableau, Java, SQL, Python",PhD,0,Transportation,5.8,Cloud AI Solutions
AI Research Scientist,78404,MI,FT,South Korea,S,South Korea,50,"Mathematics, TensorFlow, Tableau, MLOps, Kubernetes",PhD,4,Real Estate,9.3,Future Systems
Computer Vision Engineer,130851,SE,PT,Denmark,S,Ukraine,0,"TensorFlow, Hadoop, Linux, Kubernetes",Bachelor,5,Retail,8.2,Digital Transformation LLC
Data Engineer,99357,SE,FL,Austria,M,Austria,50,"Python, Java, Azure, AWS",Bachelor,7,Automotive,6.6,DataVision Ltd
AI Architect,145605,SE,PT,Japan,L,Japan,100,"R, GCP, Java",Bachelor,8,Technology,7.4,Neural Networks Co
Deep Learning Engineer,244222,EX,CT,Sweden,M,Israel,100,"PyTorch, TensorFlow, Deep Learning, Data Visualization, SQL",PhD,14,Energy,6.5,DataVision Ltd
Autonomous Systems Engineer,129656,SE,FT,Japan,M,Japan,50,"Python, Kubernetes, Mathematics, MLOps",Associate,8,Media,9.7,Smart Analytics
Robotics Engineer,135564,EX,PT,China,L,China,50,"PyTorch, Kubernetes, TensorFlow, Linux",Master,16,Healthcare,8.8,Smart Analytics
Data Engineer,226889,EX,PT,United States,S,Sweden,50,"GCP, Kubernetes, Data Visualization, Deep Learning, Hadoop",Bachelor,12,Retail,9.0,Cognitive Computing
NLP Engineer,89635,EX,CT,China,S,China,50,"NLP, Scala, SQL, Deep Learning, Azure",Master,17,Manufacturing,6.3,Quantum Computing Inc
Data Engineer,224311,EX,CT,Singapore,S,Singapore,50,"Java, Linux, Mathematics, Azure, Scala",Associate,17,Transportation,8.8,AI Innovations
Autonomous Systems Engineer,77135,EN,FT,Japan,L,Japan,100,"Kubernetes, Statistics, PyTorch",Associate,1,Healthcare,6.4,Cognitive Computing
NLP Engineer,85459,EN,FT,Denmark,M,Denmark,50,"Statistics, Spark, PyTorch",Bachelor,1,Retail,6.6,DataVision Ltd
Data Analyst,72631,EN,FL,Norway,S,Norway,0,"Mathematics, Statistics, Kubernetes, Azure",PhD,0,Energy,6.1,DataVision Ltd
AI Consultant,57833,MI,FT,China,L,Nigeria,100,"Java, Statistics, Tableau",PhD,3,Healthcare,6.2,Quantum Computing Inc
AI Consultant,182753,EX,FT,Israel,M,Israel,50,"Docker, Mathematics, AWS",Master,11,Real Estate,10.0,DeepTech Ventures
Data Scientist,70265,EN,PT,Canada,M,Estonia,50,"Kubernetes, SQL, Tableau, TensorFlow, Mathematics",Bachelor,0,Transportation,7.5,AI Innovations
AI Product Manager,180875,EX,CT,Ireland,L,Sweden,0,"Scala, Kubernetes, Python",Master,11,Finance,8.2,Algorithmic Solutions
Machine Learning Engineer,226278,EX,FT,Switzerland,M,Switzerland,50,"Mathematics, Scala, Azure",PhD,15,Media,9.2,Autonomous Tech
AI Architect,83523,EN,FT,Japan,M,Japan,50,"AWS, Docker, Java, R",Associate,1,Transportation,8.7,Digital Transformation LLC
NLP Engineer,55334,EN,PT,United Kingdom,S,United Kingdom,50,"SQL, Docker, Hadoop, GCP, Azure",Master,0,Retail,8.9,Digital Transformation LLC
Head of AI,171903,EX,CT,Israel,L,India,100,"Kubernetes, Spark, Docker, Scala, Hadoop",Master,19,Healthcare,9.3,Advanced Robotics
Research Scientist,87706,EN,FL,Switzerland,S,Switzerland,0,"Kubernetes, NLP, GCP, Linux, Computer Vision",Associate,0,Energy,6.0,Quantum Computing Inc
Robotics Engineer,145114,SE,FT,Australia,L,Australia,50,"Kubernetes, Data Visualization, NLP",Associate,5,Telecommunications,9.5,Autonomous Tech
Research Scientist,75358,MI,FL,South Korea,M,South Korea,100,"Data Visualization, Python, TensorFlow, Git, Computer Vision",PhD,4,Retail,7.9,Autonomous Tech
AI Software Engineer,92325,MI,CT,Finland,L,Finland,100,"TensorFlow, Python, Java, Linux",Bachelor,2,Telecommunications,8.5,Digital Transformation LLC
NLP Engineer,189998,EX,FT,Netherlands,L,Ghana,50,"Kubernetes, SQL, Data Visualization, MLOps, PyTorch",Associate,17,Real Estate,6.9,Advanced Robotics
Data Scientist,138647,SE,PT,United Kingdom,M,Poland,50,"NLP, Docker, Kubernetes, Statistics",Master,7,Telecommunications,6.5,Cloud AI Solutions
Deep Learning Engineer,215309,EX,CT,Finland,S,Finland,100,"Computer Vision, MLOps, GCP",Master,13,Media,7.3,Cognitive Computing
AI Consultant,150796,SE,CT,Finland,L,Finland,100,"Hadoop, NLP, Linux, Scala, Python",PhD,9,Media,5.7,Autonomous Tech
AI Software Engineer,261845,EX,FL,Netherlands,M,Netherlands,50,"Python, GCP, Hadoop",PhD,19,Automotive,5.7,Quantum Computing Inc
Robotics Engineer,71686,EN,PT,Germany,S,Germany,50,"Kubernetes, PyTorch, Linux",Master,0,Retail,8.0,Cognitive Computing
AI Product Manager,269938,EX,FL,Denmark,S,Denmark,50,"Python, Kubernetes, MLOps",Master,16,Transportation,9.6,Algorithmic Solutions
NLP Engineer,188053,EX,PT,Sweden,S,Sweden,50,"Scala, Deep Learning, Java, PyTorch",Associate,18,Retail,6.9,Machine Intelligence Group
Head of AI,138140,SE,PT,Singapore,M,Singapore,0,"Python, Statistics, Mathematics",Associate,9,Technology,5.5,Advanced Robotics
Robotics Engineer,47701,MI,PT,China,M,China,0,"Git, Linux, Mathematics, Kubernetes, Spark",Master,3,Education,9.5,Advanced Robotics
Autonomous Systems Engineer,115030,SE,FT,Israel,M,Israel,50,"Git, TensorFlow, Tableau, Docker",Associate,7,Media,7.8,Machine Intelligence Group
Data Engineer,87394,MI,PT,France,S,France,0,"Python, NLP, Deep Learning, Hadoop, Computer Vision",Associate,2,Automotive,7.3,Autonomous Tech
Deep Learning Engineer,141646,SE,FL,Ireland,L,Ireland,0,"Java, SQL, MLOps, Azure",Associate,5,Automotive,5.9,Digital Transformation LLC
Principal Data Scientist,125916,MI,PT,Australia,L,Australia,50,"Tableau, Python, SQL",Master,3,Real Estate,9.1,Autonomous Tech
Data Scientist,79550,SE,PT,China,L,China,100,"Tableau, Data Visualization, AWS",Associate,8,Government,5.3,TechCorp Inc
Robotics Engineer,89546,EX,PT,India,M,Indonesia,100,"Java, NLP, Hadoop, SQL, Mathematics",Associate,10,Energy,7.3,Autonomous Tech
AI Consultant,55468,EN,CT,Germany,S,Germany,50,"Hadoop, Data Visualization, Git",Master,1,Technology,9.4,Algorithmic Solutions
Principal Data Scientist,116990,SE,CT,South Korea,M,South Korea,100,"Computer Vision, R, Scala, GCP, SQL",Associate,8,Media,6.6,Autonomous Tech
Data Scientist,50627,EN,CT,Ireland,S,Ireland,100,"AWS, Git, Python",Bachelor,0,Finance,7.0,Quantum Computing Inc
Head of AI,57405,EN,FL,France,M,France,100,"PyTorch, Computer Vision, Git, Azure, Scala",Master,1,Technology,7.0,Quantum Computing Inc
NLP Engineer,169364,SE,FL,Singapore,L,Estonia,0,"PyTorch, SQL, Tableau, TensorFlow, R",Master,7,Consulting,6.0,TechCorp Inc
Autonomous Systems Engineer,96103,MI,FL,Japan,M,Japan,0,"Java, Scala, Hadoop",Master,2,Technology,6.2,Advanced Robotics
AI Product Manager,68103,EN,CT,Canada,S,Canada,50,"Data Visualization, Docker, Python, Computer Vision, Hadoop",Bachelor,1,Automotive,6.3,DataVision Ltd
AI Product Manager,60646,EN,PT,Canada,L,Canada,50,"TensorFlow, MLOps, Python, AWS",Master,1,Gaming,6.8,Neural Networks Co
AI Specialist,57880,MI,FL,China,L,China,100,"Python, Spark, Tableau, Scala, Mathematics",Master,3,Transportation,9.2,Neural Networks Co
Research Scientist,100171,SE,FT,Canada,S,Canada,0,"Git, MLOps, Linux, Data Visualization, Azure",Bachelor,5,Transportation,5.0,Advanced Robotics
NLP Engineer,72192,EN,PT,United Kingdom,M,Poland,50,"Kubernetes, Java, Hadoop",Master,0,Manufacturing,7.4,Cognitive Computing
Head of AI,160948,EX,FL,Finland,L,Finland,50,"Deep Learning, Kubernetes, Java, Hadoop",Master,15,Finance,6.3,DeepTech Ventures
AI Research Scientist,98945,MI,FL,Austria,M,Austria,0,"MLOps, PyTorch, Git, AWS",Associate,3,Manufacturing,9.1,Algorithmic Solutions
Research Scientist,61335,SE,PT,China,L,China,0,"Java, PyTorch, Statistics",Associate,9,Retail,8.9,TechCorp Inc
AI Software Engineer,41871,MI,FT,China,S,China,0,"Scala, Python, Java, Hadoop",Bachelor,4,Real Estate,6.7,DataVision Ltd
AI Product Manager,93493,MI,FL,Ireland,S,Switzerland,50,"TensorFlow, Python, Tableau, Deep Learning",Bachelor,4,Technology,5.5,TechCorp Inc
Autonomous Systems Engineer,121801,SE,FL,South Korea,L,France,0,"Python, TensorFlow, Computer Vision",Bachelor,8,Telecommunications,10.0,AI Innovations
AI Specialist,110779,SE,FT,Israel,M,Israel,0,"PyTorch, NLP, Java, R, Computer Vision",Associate,7,Government,6.2,Neural Networks Co
Deep Learning Engineer,31170,EN,FL,China,S,South Africa,0,"Kubernetes, TensorFlow, MLOps",PhD,0,Transportation,8.8,Advanced Robotics
Deep Learning Engineer,72036,MI,PT,France,M,France,50,"R, Scala, Java, Docker, Kubernetes",PhD,4,Government,5.1,Cognitive Computing
Research Scientist,67687,EN,CT,Ireland,M,Indonesia,0,"R, Deep Learning, SQL, Data Visualization, Kubernetes",PhD,1,Media,5.4,AI Innovations
Deep Learning Engineer,101375,EN,CT,Switzerland,L,Switzerland,100,"R, PyTorch, Mathematics, Hadoop, Azure",Associate,1,Government,7.6,Algorithmic Solutions
AI Software Engineer,31328,MI,CT,India,L,India,100,"Git, Scala, Computer Vision",Master,2,Telecommunications,6.0,TechCorp Inc
AI Product Manager,197089,EX,FT,Germany,M,Germany,100,"Hadoop, TensorFlow, Tableau, Data Visualization, Kubernetes",Bachelor,13,Government,9.0,Quantum Computing Inc
NLP Engineer,122917,SE,PT,Sweden,S,Sweden,100,"Python, R, GCP, MLOps, Deep Learning",Master,6,Manufacturing,8.6,Advanced Robotics
Machine Learning Researcher,54167,SE,PT,India,L,Norway,0,"Git, Linux, Spark, Mathematics",Master,7,Education,8.6,DataVision Ltd
